order_id,depot_id,type,parcel_size,dest_zone,scanned_at
166535231,103410,global_inbound,s,F07-D (ANG MO KIO STREET 44),2023-01-02 18:45:47
166535231,237,warehouse_sweep,s,F07-D (ANG MO KIO STREET 44),2023-01-03 07:44:40
166610881,103410,warehouse_sweep,m,E02-E (TELOK AYER STREET),2023-01-02 19:18:52
166610881,103410,global_inbound,m,E02-E (TELOK AYER STREET),2023-01-02 19:18:53
166610881,103410,warehouse_sweep,m,E02-E (TELOK AYER STREET),2023-01-02 19:18:53
166610881,103410,warehouse_sweep,m,E02-E (TELOK AYER STREET),2023-01-02 19:19:11
166610881,103410,warehouse_sweep,m,E02-E (TELOK AYER STREET),2023-01-02 19:19:17
166610881,253,warehouse_sweep,m,E02-E (TELOK AYER STREET),2023-01-03 03:45:12
166652771,103410,global_inbound,xs,J10-J (HAIG ROAD),2023-01-02 19:08:14
166652771,246,warehouse_sweep,xs,J10-J (HAIG ROAD),2023-01-03 03:55:37
166652771,246,warehouse_sweep,xs,J10-J (HAIG ROAD),2023-01-03 07:18:37
166652771,246,warehouse_sweep,xs,J10-J (HAIG ROAD),2023-01-03 09:23:27
166652771,2,warehouse_sweep,xs,J10-J (HAIG ROAD),2023-01-05 21:40:54
166652771,2,global_inbound,xs,J10-J (HAIG ROAD),2023-01-06 15:34:27
166652771,103410,global_inbound,xs,J10-J (HAIG ROAD),2023-01-08 19:49:05
166652771,103410,global_inbound,xs,J10-J (HAIG ROAD),2023-01-08 20:25:56
166652771,246,warehouse_sweep,xs,J10-J (HAIG ROAD),2023-01-09 03:15:35
166652771,104957,warehouse_sweep,xs,J10-J (HAIG ROAD),2023-01-11 07:55:56
166652771,97,warehouse_sweep,xs,J10-J (HAIG ROAD),2023-01-11 10:17:45
166660441,103410,global_inbound,xs,K04-A (BEDOK NORTH AVENUE 4),2023-01-06 20:10:04
166660441,104267,warehouse_sweep,xs,K04-A (BEDOK NORTH AVENUE 4),2023-01-07 05:55:41
166664831,104957,warehouse_sweep,s,A07-E,2023-01-03 01:43:22
166664831,104957,warehouse_sweep,s,A07-E,2023-01-03 01:43:23
166664831,104957,warehouse_sweep,s,A07-E,2023-01-03 01:43:27
166664831,104957,warehouse_sweep,s,A07-E,2023-01-03 01:43:28
166664831,104957,warehouse_sweep,s,A07-E,2023-01-03 01:48:55
166664831,2,warehouse_sweep,s,A07-E,2023-01-03 02:23:32
166664831,2,warehouse_sweep,s,A07-E,2023-01-03 21:15:10
166664831,2,global_inbound,s,A07-E,2023-01-04 13:19:45
166664831,103429,global_inbound,s,A07-E,2023-01-07 05:11:50
166664831,103426,global_inbound,s,A07-E,2023-01-07 05:18:27
166664831,103426,warehouse_sweep,s,A07-E,2023-01-09 02:24:42
166664831,104957,warehouse_sweep,s,A07-E,2023-01-09 04:13:08
166664831,104957,warehouse_sweep,s,A07-E,2023-01-10 00:43:34
166664831,104957,warehouse_sweep,s,A07-E,2023-01-10 07:22:40
166664831,97,warehouse_sweep,s,A07-E,2023-01-10 10:41:53
166680471,2,warehouse_sweep,xs,D04-G (LEONIE HILL ROAD),2023-01-02 21:59:26
166680471,2,warehouse_sweep,xs,D04-G (LEONIE HILL ROAD),2023-01-03 21:01:48
166680471,2,warehouse_sweep,xs,D04-G (LEONIE HILL ROAD),2023-01-04 21:31:33
166680471,2,warehouse_sweep,xs,D04-G (LEONIE HILL ROAD),2023-01-05 22:02:30
166680471,104957,warehouse_sweep,xs,D04-G (LEONIE HILL ROAD),2023-01-06 01:21:17
166680471,97,warehouse_sweep,xs,D04-G (LEONIE HILL ROAD),2023-01-06 11:02:37
166680471,103410,global_inbound,xs,D04-G (LEONIE HILL ROAD),2023-01-12 05:28:15
166680471,104957,warehouse_sweep,xs,D04-G (LEONIE HILL ROAD),2023-01-12 23:58:40
166698581,103410,global_inbound,s,K08-E (BEDOK),2023-01-06 04:40:24
166698581,103410,global_inbound,s,K08-E (BEDOK),2023-01-06 19:45:45
166698581,103410,warehouse_sweep,s,K08-E (BEDOK),2023-01-06 19:49:50
166698581,103410,warehouse_sweep,s,K08-E (BEDOK),2023-01-06 19:49:55
166698581,104267,warehouse_sweep,s,K08-E (BEDOK),2023-01-07 08:07:31
166751471,103410,warehouse_sweep,s,H07-D (SENGKANG EAST WAY),2023-01-03 18:21:44
166751471,103410,warehouse_sweep,s,H07-D (SENGKANG EAST WAY),2023-01-03 18:21:51
166751471,103410,warehouse_sweep,s,H07-D (SENGKANG EAST WAY),2023-01-03 18:21:52
166751471,103410,global_inbound,s,H07-D (SENGKANG EAST WAY),2023-01-03 18:21:52
166751471,103410,warehouse_sweep,s,H07-D (SENGKANG EAST WAY),2023-01-03 18:21:57
166751471,103430,global_inbound,s,H07-D (SENGKANG EAST WAY),2023-01-03 18:22:29
166751471,256,warehouse_sweep,s,H07-D (SENGKANG EAST WAY),2023-01-03 23:31:01
166784281,103410,global_inbound,s,B01-B (JURONG EAST STREET31),2023-01-03 19:34:02
166784281,104813,warehouse_sweep,s,B01-B (JURONG EAST STREET31),2023-01-04 00:15:39
166786411,103410,global_inbound,xs,K02-G (BEDOK RESERVOIR CR),2023-01-06 18:25:54
166786411,104267,warehouse_sweep,xs,K02-G (BEDOK RESERVOIR CR),2023-01-07 00:40:40
166786411,104267,warehouse_sweep,xs,K02-G (BEDOK RESERVOIR CR),2023-01-09 04:54:55
166786411,104267,warehouse_sweep,xs,K02-G (BEDOK RESERVOIR CR),2023-01-09 06:27:15
166786411,104267,warehouse_sweep,xs,K02-G (BEDOK RESERVOIR CR),2023-01-09 06:40:20
166798141,103410,global_inbound,s,B02-B (CLEMENTI AVENUE 6),2023-01-02 20:01:30
166798141,103410,warehouse_sweep,s,B02-B (CLEMENTI AVENUE 6),2023-01-02 20:02:10
166798141,104813,warehouse_sweep,s,B02-B (CLEMENTI AVENUE 6),2023-01-03 00:10:43
166799931,103410,global_inbound,xs,B07-D (HONG SAN WALK),2023-01-06 18:21:59
166799931,104813,warehouse_sweep,xs,B07-D (HONG SAN WALK),2023-01-07 03:27:45
166800531,103410,global_inbound,m,H12-H (HOUGANG AVENUE 10),2023-01-02 19:19:28
166800531,103410,warehouse_sweep,m,H12-H (HOUGANG AVENUE 10),2023-01-02 19:21:08
166800531,256,warehouse_sweep,m,H12-H (HOUGANG AVENUE 10),2023-01-03 02:47:33
166804651,103410,global_inbound,xs,D01-B (GOLDHILL AVENUE),2023-01-02 18:57:21
166804651,223,warehouse_sweep,xs,D01-B (GOLDHILL AVENUE),2023-01-03 00:21:12
166806261,103426,global_inbound,xs,E04-D (MILLENIA WALK),2023-01-04 23:53:26
166806261,103426,warehouse_sweep,xs,E04-D (MILLENIA WALK),2023-01-05 01:00:38
166806261,253,warehouse_sweep,xs,E04-D (MILLENIA WALK),2023-01-05 06:24:25
166811621,103410,global_inbound,s,H13-G (LORONG LOW KOON),2023-01-02 19:15:30
166811621,103410,warehouse_sweep,s,H13-G (LORONG LOW KOON),2023-01-02 19:15:46
166811621,256,warehouse_sweep,s,H13-G (LORONG LOW KOON),2023-01-03 00:45:33
166846831,103410,global_inbound,s,G03-E (PAYA LEBAR CRESCENT),2023-01-06 18:40:40
166846831,251,warehouse_sweep,s,G03-E (PAYA LEBAR CRESCENT),2023-01-07 04:11:47
166847591,103410,global_inbound,s,H06-D (COMPASSVALE WALK),2023-01-05 13:21:44
166847591,103410,warehouse_sweep,s,H06-D (COMPASSVALE WALK),2023-01-05 13:21:48
166847591,256,warehouse_sweep,s,H06-D (COMPASSVALE WALK),2023-01-06 02:10:04
166851031,103410,global_inbound,s,D10-B (NASSIM ROAD),2023-01-03 18:23:33
166851031,103410,warehouse_sweep,s,D10-B (NASSIM ROAD),2023-01-03 18:23:53
166851031,223,warehouse_sweep,s,D10-B (NASSIM ROAD),2023-01-03 23:31:05
166853661,103410,global_inbound,xs,D10-C (FOUR SEASONS PARK),2023-01-05 05:05:57
166853661,223,warehouse_sweep,xs,D10-C (FOUR SEASONS PARK),2023-01-05 23:13:31
166855971,103410,global_inbound,xs,F10-D (ANG MO KIO STREET 62),2023-01-06 19:29:24
166855971,237,warehouse_sweep,xs,F10-D (ANG MO KIO STREET 62),2023-01-07 07:30:18
166866531,103410,global_inbound,xs,G07-J (WOODLANDS SECTOR 1),2023-01-05 20:25:08
166866531,251,warehouse_sweep,xs,G07-J (WOODLANDS SECTOR 1),2023-01-06 00:25:26
166871481,103410,global_inbound,xs,D06-H,2023-01-05 04:32:49
166871481,223,warehouse_sweep,xs,D06-H,2023-01-06 02:48:49
166874121,103410,global_inbound,xs,D05-A (SLIM BARRACKS RISE),2023-01-06 18:16:59
166874121,223,warehouse_sweep,xs,D05-A (SLIM BARRACKS RISE),2023-01-07 00:44:18
166876141,103410,global_inbound,xs,C04-A (WOODLANDS AVENUE 12),2023-01-06 18:16:53
166876141,243,warehouse_sweep,xs,C04-A (WOODLANDS AVENUE 12),2023-01-07 09:53:56
166876411,103410,global_inbound,s,B02-D (CLEMENTI AVENUE 2),2023-01-06 22:48:35
166876411,104813,warehouse_sweep,s,B02-D (CLEMENTI AVENUE 2),2023-01-07 06:47:18
166876411,104813,warehouse_sweep,s,B02-D (CLEMENTI AVENUE 2),2023-01-07 06:57:24
166876411,104813,warehouse_sweep,s,B02-D (CLEMENTI AVENUE 2),2023-01-07 07:13:47
166876411,104813,warehouse_sweep,s,B02-D (CLEMENTI AVENUE 2),2023-01-09 03:17:55
166876411,104813,warehouse_sweep,s,B02-D (CLEMENTI AVENUE 2),2023-01-09 04:24:18
166877031,104267,warehouse_sweep,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-02 23:11:01
166877031,104267,warehouse_sweep,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-03 06:09:15
166877031,103429,global_inbound,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-06 05:45:11
166877031,103429,global_inbound,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-06 05:45:13
166877031,103429,warehouse_sweep,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-06 05:45:24
166877031,103429,warehouse_sweep,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-06 05:45:31
166877031,103410,warehouse_sweep,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-06 18:36:22
166877031,104267,warehouse_sweep,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-07 02:32:48
166877031,104267,warehouse_sweep,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-07 02:32:48
166877031,104267,warehouse_sweep,s,K01-D (KAKI BUKIT AVENUE 1),2023-01-07 02:32:50
166879871,103410,global_inbound,xs,J09-G (LORONG 40 GEYLANG),2023-01-03 20:39:09
166879871,246,warehouse_sweep,xs,J09-G (LORONG 40 GEYLANG),2023-01-04 05:56:38
166882721,103410,global_inbound,xs,H01-A (NORTHSHORE DRIVE),2023-01-04 18:16:00
166882721,103410,warehouse_sweep,xs,H01-A (NORTHSHORE DRIVE),2023-01-04 18:16:33
166882721,256,warehouse_sweep,xs,H01-A (NORTHSHORE DRIVE),2023-01-05 01:39:41
166886421,103410,global_inbound,m,D10-H (KIM SIA COURT),2023-01-03 22:48:34
166886421,103410,global_inbound,m,D10-H (KIM SIA COURT),2023-01-04 01:29:08
166886421,223,warehouse_sweep,m,D10-H (KIM SIA COURT),2023-01-04 03:48:33
166886421,223,warehouse_sweep,m,D10-H (KIM SIA COURT),2023-01-04 03:51:35
166900461,103410,global_inbound,xs,B03-H (CLEMENTI WOODS),2023-01-06 18:48:48
166900461,103410,global_inbound,xs,B03-H (CLEMENTI WOODS),2023-01-06 20:43:57
166900461,103410,global_inbound,xs,B03-H (CLEMENTI WOODS),2023-01-06 21:39:35
166900461,104813,warehouse_sweep,xs,B03-H (CLEMENTI WOODS),2023-01-07 06:57:06
166901831,103410,global_inbound,xs,B02-D (CLEMENTI AVENUE 2),2023-01-05 20:26:11
166901831,104813,warehouse_sweep,xs,B02-D (CLEMENTI AVENUE 2),2023-01-06 00:34:42
166901831,104813,warehouse_sweep,xs,B02-D (CLEMENTI AVENUE 2),2023-01-07 05:40:05
166901831,104813,warehouse_sweep,xs,B02-D (CLEMENTI AVENUE 2),2023-01-07 07:36:05
166908591,103410,global_inbound,m,H13-F (ST XAVIER'S LANE),2023-01-03 22:07:11
166908591,103430,global_inbound,m,H13-F (ST XAVIER'S LANE),2023-01-03 22:08:20
166908591,256,warehouse_sweep,m,H13-F (ST XAVIER'S LANE),2023-01-04 03:29:05
166908591,256,warehouse_sweep,m,H13-F (ST XAVIER'S LANE),2023-01-04 04:09:25
166913461,103410,global_inbound,xs,F10-C (LOWER PIERCE RESERVOIR PARK),2023-01-05 04:44:06
166913461,237,warehouse_sweep,xs,F10-C (LOWER PIERCE RESERVOIR PARK),2023-01-06 08:21:07
166914901,2,global_inbound,m,B04-C (TOH YI DRIVE),2023-01-09 08:40:12
166914901,2,global_inbound,m,B04-C (TOH YI DRIVE),2023-01-09 08:43:47
166914901,2,global_inbound,m,B04-C (TOH YI DRIVE),2023-01-09 08:43:54
166914901,2,global_inbound,m,B04-C (TOH YI DRIVE),2023-01-09 08:43:58
166914901,2,global_inbound,m,B04-C (TOH YI DRIVE),2023-01-09 08:44:10
166914901,2,warehouse_sweep,m,B04-C (TOH YI DRIVE),2023-01-10 01:43:45
166914901,2,global_inbound,m,B04-C (TOH YI DRIVE),2023-01-10 01:43:49
166914901,2,warehouse_sweep,m,B04-C (TOH YI DRIVE),2023-01-10 01:43:53
166914901,2,global_inbound,m,B04-C (TOH YI DRIVE),2023-01-11 16:16:40
166914901,103410,global_inbound,m,B04-C (TOH YI DRIVE),2023-01-12 04:29:58
166914901,103426,warehouse_sweep,m,B04-C (TOH YI DRIVE),2023-01-13 02:22:33
166914901,103426,warehouse_sweep,m,B04-C (TOH YI DRIVE),2023-01-13 02:59:18
166914901,104813,warehouse_sweep,m,B04-C (TOH YI DRIVE),2023-01-13 04:41:10
166914901,104813,warehouse_sweep,m,B04-C (TOH YI DRIVE),2023-01-13 08:32:27
166914901,104813,warehouse_sweep,m,B04-C (TOH YI DRIVE),2023-01-13 08:32:29
166919271,103410,global_inbound,xs,J09-C (CASSIA CRESCENT),2023-01-02 18:47:39
166919271,246,warehouse_sweep,xs,J09-C (CASSIA CRESCENT),2023-01-03 03:58:46
166922291,103410,global_inbound,s,J10-G (SERAYA LANE),2023-01-10 18:16:57
166922291,103410,global_inbound,s,J10-G (SERAYA LANE),2023-01-10 19:18:24
166922291,246,warehouse_sweep,s,J10-G (SERAYA LANE),2023-01-11 03:49:35
166922291,246,warehouse_sweep,s,J10-G (SERAYA LANE),2023-01-11 03:49:53
166926391,103410,global_inbound,s,D01-E (ADAM PARK),2023-01-03 23:38:03
166926391,223,warehouse_sweep,s,D01-E (ADAM PARK),2023-01-04 02:17:32
166932761,103410,global_inbound,xs,D07-J,2023-01-09 04:14:48
166932761,104957,warehouse_sweep,xs,D07-J,2023-01-09 23:41:41
166938951,104813,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-03 00:40:08
166938951,104813,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-03 03:12:48
166938951,104813,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-03 03:29:05
166938951,104957,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-04 06:21:39
166938951,104957,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-04 06:45:02
166938951,104957,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-05 05:15:10
166938951,103410,global_inbound,xs,B05-E (BUKIT BATOK STREET 11),2023-01-05 18:21:39
166938951,251,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-06 00:44:34
166938951,2,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-08 21:56:33
166938951,2,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-09 23:34:14
166938951,103410,global_inbound,xs,B05-E (BUKIT BATOK STREET 11),2023-01-10 18:08:29
166938951,104267,warehouse_sweep,xs,B05-E (BUKIT BATOK STREET 11),2023-01-11 04:44:47
166941611,103410,global_inbound,m,H11-D (LORONG NAPIRI),2023-01-05 18:41:17
166941611,103410,warehouse_sweep,m,H11-D (LORONG NAPIRI),2023-01-05 18:41:27
166941611,256,warehouse_sweep,m,H11-D (LORONG NAPIRI),2023-01-06 01:51:33
166941611,256,warehouse_sweep,m,H11-D (LORONG NAPIRI),2023-01-07 09:07:22
166949701,103410,global_inbound,xs,L06-E (TAMPINES STREET 71),2023-01-03 00:39:11
166949701,104267,warehouse_sweep,xs,L06-E (TAMPINES STREET 71),2023-01-03 03:24:47
166950021,103410,global_inbound,s,B09-E (SENJA WAY),2023-01-02 23:09:17
166950021,104813,warehouse_sweep,s,B09-E (SENJA WAY),2023-01-03 02:39:12
166951951,103410,global_inbound,xs,G07-K (WOODLANDS CRESCENT),2023-01-03 18:10:22
166951951,251,warehouse_sweep,xs,G07-K (WOODLANDS CRESCENT),2023-01-03 23:40:22
166971371,103410,global_inbound,m,K05-H  (LENGKONG EMPAT),2023-01-04 18:54:02
166971371,104267,warehouse_sweep,m,K05-H  (LENGKONG EMPAT),2023-01-05 00:29:08
166973391,103429,global_inbound,s,L04-F (SIMEI STREET 1),2023-01-10 05:39:40
166973391,104267,warehouse_sweep,s,L04-F (SIMEI STREET 1),2023-01-10 23:29:22
166973391,104267,warehouse_sweep,s,L04-F (SIMEI STREET 1),2023-01-10 23:53:46
166976541,103410,warehouse_sweep,m,B10-G (CHOA CHU KANG CR),2023-01-02 23:03:15
166976541,103410,warehouse_sweep,m,B10-G (CHOA CHU KANG CR),2023-01-02 23:03:16
166976541,103410,warehouse_sweep,m,B10-G (CHOA CHU KANG CR),2023-01-02 23:03:18
166976541,103410,warehouse_sweep,m,B10-G (CHOA CHU KANG CR),2023-01-02 23:03:24
166976541,103410,global_inbound,m,B10-G (CHOA CHU KANG CR),2023-01-02 23:03:31
166976541,103410,warehouse_sweep,m,B10-G (CHOA CHU KANG CR),2023-01-02 23:03:41
166976541,103410,warehouse_sweep,m,B10-G (CHOA CHU KANG CR),2023-01-02 23:03:43
166976541,104813,warehouse_sweep,m,B10-G (CHOA CHU KANG CR),2023-01-03 04:07:13
166976821,103429,global_inbound,s,B06-H (CHESTNUT AVENUE),2023-01-02 23:28:06
166976821,104813,warehouse_sweep,s,B06-H (CHESTNUT AVENUE),2023-01-03 02:45:56
166981711,103410,global_inbound,xs,D09-C (HENDERSON PARK),2023-01-03 22:27:59
166981711,223,warehouse_sweep,xs,D09-C (HENDERSON PARK),2023-01-04 02:34:16
166983181,103410,global_inbound,s,G12-A (YISHUN RIVERGREEN),2023-01-02 22:56:14
166983181,103410,warehouse_sweep,s,G12-A (YISHUN RIVERGREEN),2023-01-02 22:56:39
166983181,251,warehouse_sweep,s,G12-A (YISHUN RIVERGREEN),2023-01-03 02:30:12
166983181,251,warehouse_sweep,s,G12-A (YISHUN RIVERGREEN),2023-01-03 02:48:40
166983181,251,warehouse_sweep,s,G12-A (YISHUN RIVERGREEN),2023-01-03 02:48:42
166983181,251,warehouse_sweep,s,G12-A (YISHUN RIVERGREEN),2023-01-03 02:48:53
166984151,103410,global_inbound,xs,L07-F (ELIAS ROAD),2023-01-04 18:57:33
166984151,104267,warehouse_sweep,xs,L07-F (ELIAS ROAD),2023-01-05 04:59:01
166984961,103410,global_inbound,xs,D10-D (DRAYCOTT PARK),2023-01-03 19:33:28
166984961,223,warehouse_sweep,xs,D10-D (DRAYCOTT PARK),2023-01-04 00:34:09
166985311,103410,global_inbound,xs,B09-J (CHOA CHU KANG LOOP),2023-01-02 18:30:35
166985311,103410,global_inbound,xs,B09-J (CHOA CHU KANG LOOP),2023-01-02 19:56:26
166985311,104813,warehouse_sweep,xs,B09-J (CHOA CHU KANG LOOP),2023-01-03 02:41:06
166986341,103410,global_inbound,m,H08-E  (FERNVALE VINES),2023-01-02 18:32:24
166986341,103410,warehouse_sweep,m,H08-E  (FERNVALE VINES),2023-01-02 18:33:38
166986341,256,warehouse_sweep,m,H08-E  (FERNVALE VINES),2023-01-03 01:02:03
166991441,103410,global_inbound,m,B10-A (LIMBANG PARK),2023-01-03 20:26:09
166991441,104813,warehouse_sweep,m,B10-A (LIMBANG PARK),2023-01-03 23:17:10
166992081,103410,global_inbound,xs,A06-F,2023-01-04 19:01:03
166992081,104957,warehouse_sweep,xs,A06-F,2023-01-05 00:00:06
166992081,104957,warehouse_sweep,xs,A06-F,2023-01-05 00:12:57
166992081,104957,warehouse_sweep,xs,A06-F,2023-01-05 00:31:11
166992821,103410,global_inbound,xs,G10-F (YISHUN STREET 72),2023-01-04 04:11:54
166992821,251,warehouse_sweep,xs,G10-F (YISHUN STREET 72),2023-01-04 23:46:25
166999531,103410,global_inbound,xs,H07-B (ANCHORVALE COVE),2023-01-03 00:39:06
166999531,256,warehouse_sweep,xs,H07-B (ANCHORVALE COVE),2023-01-03 02:52:42
167001881,103410,global_inbound,s,B07-J (CHOA CHU KANG DRIVE),2023-01-03 19:54:20
167001881,103410,global_inbound,s,B07-J (CHOA CHU KANG DRIVE),2023-01-03 20:22:25
167001881,104813,warehouse_sweep,s,B07-J (CHOA CHU KANG DRIVE),2023-01-03 23:33:14
167002831,103426,global_inbound,xs,L02-E (TAMPINES CENTRAL),2023-01-03 19:56:30
167002831,104267,warehouse_sweep,xs,L02-E (TAMPINES CENTRAL),2023-01-04 06:06:36
167003991,103410,global_inbound,s,G08-J (BLUE RIVERVIEW),2023-01-04 18:31:15
167003991,251,warehouse_sweep,s,G08-J (BLUE RIVERVIEW),2023-01-05 04:43:53
167003991,251,warehouse_sweep,s,G08-J (BLUE RIVERVIEW),2023-01-05 04:46:21
167004301,103410,global_inbound,xs,H13-D (HERON BAY),2023-01-02 23:22:30
167004301,103410,warehouse_sweep,xs,H13-D (HERON BAY),2023-01-02 23:23:43
167004301,256,warehouse_sweep,xs,H13-D (HERON BAY),2023-01-03 00:43:13
167005001,103410,global_inbound,xs,H07-K (BUANGKOK CRESCENT),2023-01-02 18:28:58
167005001,256,warehouse_sweep,xs,H07-K (BUANGKOK CRESCENT),2023-01-03 01:15:21
167005801,103410,global_inbound,s,F06-A (LORNIE),2023-01-08 20:27:37
167005801,255,warehouse_sweep,s,F06-A (LORNIE),2023-01-09 07:17:41
167005841,103410,global_inbound,xs,A01-B,2023-01-06 18:30:20
167005841,104957,warehouse_sweep,xs,A01-B,2023-01-06 23:16:08
167005841,104957,warehouse_sweep,xs,A01-B,2023-01-08 23:08:31
167006051,103410,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:47
167006051,103410,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:47
167006051,103410,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:48
167006051,103410,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:50
167006051,103410,global_inbound,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:51
167006051,103410,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:51
167006051,103410,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:51
167006051,103410,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:57
167006051,103410,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 18:24:58
167006051,104813,warehouse_sweep,xl,B04-E (TOH TUCK ROAD),2023-01-02 23:48:38
167006981,103410,global_inbound,xs,A01-C,2023-01-11 01:06:12
167006981,103410,global_inbound,xs,A01-C,2023-01-11 01:34:14
167006981,104957,warehouse_sweep,xs,A01-C,2023-01-11 03:34:40
167006981,104957,warehouse_sweep,xs,A01-C,2023-01-12 00:49:53
167006981,2,warehouse_sweep,xs,A01-C,2023-01-12 10:55:42
167006981,2,warehouse_sweep,xs,A01-C,2023-01-12 18:10:52
