order_id,depot_id,type,parcel_size,dest_zone_alpha,scanned_at,dest_zone
166986341,103410,global_inbound,m,C,2/1/23 18:32,H08-E  (FERNVALE VINES)
166986341,103410,warehouse_sweep,m,C,2/1/23 18:33,H08-E  (FERNVALE VINES)
166535231,103410,global_inbound,s,D,2/1/23 18:45,F07-D (ANG MO KIO STREET 44)
166919271,103410,global_inbound,xs,D,2/1/23 18:47,J09-C (CASSIA CRESCENT)
167009091,103410,global_inbound,m,D,2/1/23 18:48,C01-H (WOODGROVE VIEW)
167009091,103430,global_inbound,m,D,2/1/23 18:48,C01-H (WOODGROVE VIEW)
166804651,103410,global_inbound,xs,D,2/1/23 18:57,D01-B (GOLDHILL AVENUE)
166310371,103410,warehouse_sweep,m,E,2/1/23 18:57,J10-K (KOON SENG ROAD)
166310371,103410,warehouse_sweep,m,E,2/1/23 18:57,J10-K (KOON SENG ROAD)
166310371,103410,warehouse_sweep,m,E,2/1/23 18:57,J10-K (KOON SENG ROAD)
166310371,103410,warehouse_sweep,m,E,2/1/23 18:59,J10-K (KOON SENG ROAD)
166310371,103410,warehouse_sweep,m,E,2/1/23 18:59,J10-K (KOON SENG ROAD)
166652771,103410,global_inbound,xs,F,2/1/23 19:08,J10-J (HAIG ROAD)
166811621,103410,global_inbound,s,F,2/1/23 19:15,H13-G (LORONG LOW KOON)
166811621,103410,warehouse_sweep,s,F,2/1/23 19:15,H13-G (LORONG LOW KOON)
166610881,103410,warehouse_sweep,m,F,2/1/23 19:18,E02-E (TELOK AYER STREET)
166610881,103410,global_inbound,m,F,2/1/23 19:18,E02-E (TELOK AYER STREET)
166610881,103410,warehouse_sweep,m,F,2/1/23 19:18,E02-E (TELOK AYER STREET)
166610881,103410,warehouse_sweep,m,F,2/1/23 19:19,E02-E (TELOK AYER STREET)
166610881,103410,warehouse_sweep,m,F,2/1/23 19:19,E02-E (TELOK AYER STREET)
166800531,103410,global_inbound,m,G,2/1/23 19:19,H12-H (HOUGANG AVENUE 10)
166800531,103410,warehouse_sweep,m,G,2/1/23 19:21,H12-H (HOUGANG AVENUE 10)
166985311,103410,global_inbound,xs,G,2/1/23 19:56,B09-J (CHOA CHU KANG LOOP)
166798141,103410,global_inbound,s,G,2/1/23 20:01,B02-B (CLEMENTI AVENUE 6)
166798141,103410,warehouse_sweep,s,G,2/1/23 20:02,B02-B (CLEMENTI AVENUE 6)
166310371,103430,global_inbound,m,G,2/1/23 20:04,J10-K (KOON SENG ROAD)
166310371,103430,global_inbound,m,H,2/1/23 20:04,J10-K (KOON SENG ROAD)
166310371,103430,global_inbound,m,H,2/1/23 20:04,J10-K (KOON SENG ROAD)
166496291,2,warehouse_sweep,xs,H,2/1/23 21:55,
166680471,2,warehouse_sweep,xs,H,2/1/23 21:59,D04-G (LEONIE HILL ROAD)
166379961,2,warehouse_sweep,l,H,2/1/23 22:00,D03-H (KAY SIANG ROAD)
166983181,103410,global_inbound,s,I,2/1/23 22:56,G12-A (YISHUN RIVERGREEN)
166983181,103410,warehouse_sweep,s,I,2/1/23 22:56,G12-A (YISHUN RIVERGREEN)
166976541,103410,warehouse_sweep,m,I,2/1/23 23:03,B10-G (CHOA CHU KANG CR)
166976541,103410,warehouse_sweep,m,I,2/1/23 23:03,B10-G (CHOA CHU KANG CR)
166976541,103410,warehouse_sweep,m,I,2/1/23 23:03,B10-G (CHOA CHU KANG CR)
166976541,103410,warehouse_sweep,m,I,2/1/23 23:03,B10-G (CHOA CHU KANG CR)
166976541,103410,global_inbound,m,I,2/1/23 23:03,B10-G (CHOA CHU KANG CR)
166976541,103410,warehouse_sweep,m,I,2/1/23 23:03,B10-G (CHOA CHU KANG CR)
166976541,103410,warehouse_sweep,m,J,2/1/23 23:03,B10-G (CHOA CHU KANG CR)
166950021,103410,global_inbound,s,J,2/1/23 23:09,B09-E (SENJA WAY)
166877031,104267,warehouse_sweep,s,J,2/1/23 23:11,K01-D (KAKI BUKIT AVENUE 1)
167004301,103410,global_inbound,xs,J,2/1/23 23:22,H13-D (HERON BAY)
167004301,103410,warehouse_sweep,xs,J,2/1/23 23:23,H13-D (HERON BAY)
166976821,103429,global_inbound,s,J,2/1/23 23:28,B06-H (CHESTNUT AVENUE)
167023551,103410,global_inbound,xs,J,2/1/23 23:28,G03-K (COTSWOLD CLOSE)
167006051,104813,warehouse_sweep,xl,J,2/1/23 23:48,B04-E (TOH TUCK ROAD)
166798141,104813,warehouse_sweep,s,A,3/1/23 0:10,B02-B (CLEMENTI AVENUE 6)
166804651,223,warehouse_sweep,xs,A,3/1/23 0:21,D01-B (GOLDHILL AVENUE)
167117701,103410,global_inbound,m,A,3/1/23 0:35,B07-A (PHOENIX AVENUE)
166999531,103410,global_inbound,xs,A,3/1/23 0:39,H07-B (ANCHORVALE COVE)
166949701,103410,global_inbound,xs,A,3/1/23 0:39,L06-E (TAMPINES STREET 71)
166938951,104813,warehouse_sweep,xs,A,3/1/23 0:40,B05-E (BUKIT BATOK STREET 11)
167004301,256,warehouse_sweep,xs,A,3/1/23 0:43,H13-D (HERON BAY)
166811621,256,warehouse_sweep,s,A,3/1/23 0:45,H13-G (LORONG LOW KOON)
167008851,256,warehouse_sweep,s,A,3/1/23 0:48,H13-F (ST XAVIER'S LANE)
167010691,103426,global_inbound,s,A,3/1/23 0:48,L05-F (CHANGI SOUTH AVENUE 1)
167129891,103410,global_inbound,xs,B,3/1/23 1:00,L04-G (SIMEI STREET 3)
166986341,256,warehouse_sweep,m,B,3/1/23 1:02,H08-E  (FERNVALE VINES)
167010691,103426,warehouse_sweep,s,B,3/1/23 1:12,L05-F (CHANGI SOUTH AVENUE 1)
167005001,256,warehouse_sweep,xs,B,3/1/23 1:15,H07-K (BUANGKOK CRESCENT)
167026031,103429,global_inbound,s,B,3/1/23 1:21,F03-A (PEMIMPIN)
166664831,104957,warehouse_sweep,s,B,3/1/23 1:43,A07-E
166664831,104957,warehouse_sweep,s,B,3/1/23 1:43,A07-E
166664831,104957,warehouse_sweep,s,B,3/1/23 1:43,A07-E
166664831,104957,warehouse_sweep,s,C,3/1/23 1:43,A07-E
166664831,104957,warehouse_sweep,s,C,3/1/23 1:48,A07-E
166664831,2,warehouse_sweep,s,C,3/1/23 2:23,A07-E
166983181,251,warehouse_sweep,s,C,3/1/23 2:30,G12-A (YISHUN RIVERGREEN)
166950021,104813,warehouse_sweep,s,C,3/1/23 2:39,B09-E (SENJA WAY)
166985311,104813,warehouse_sweep,xs,C,3/1/23 2:41,B09-J (CHOA CHU KANG LOOP)
166976821,104813,warehouse_sweep,s,C,3/1/23 2:45,B06-H (CHESTNUT AVENUE)
166800531,256,warehouse_sweep,m,D,3/1/23 2:47,H12-H (HOUGANG AVENUE 10)
166983181,251,warehouse_sweep,s,D,3/1/23 2:48,G12-A (YISHUN RIVERGREEN)
166983181,251,warehouse_sweep,s,D,3/1/23 2:48,G12-A (YISHUN RIVERGREEN)
166983181,251,warehouse_sweep,s,D,3/1/23 2:48,G12-A (YISHUN RIVERGREEN)
167117701,104813,warehouse_sweep,m,D,3/1/23 2:52,B07-A (PHOENIX AVENUE)
166999531,256,warehouse_sweep,xs,E,3/1/23 2:52,H07-B (ANCHORVALE COVE)
167023551,251,warehouse_sweep,xs,E,3/1/23 2:54,G03-K (COTSWOLD CLOSE)
166938951,104813,warehouse_sweep,xs,E,3/1/23 3:12,B05-E (BUKIT BATOK STREET 11)
167129891,104267,warehouse_sweep,xs,E,3/1/23 3:22,L04-G (SIMEI STREET 3)
166949701,104267,warehouse_sweep,xs,E,3/1/23 3:24,L06-E (TAMPINES STREET 71)
166938951,104813,warehouse_sweep,xs,F,3/1/23 3:29,B05-E (BUKIT BATOK STREET 11)
166610881,253,warehouse_sweep,m,F,3/1/23 3:45,E02-E (TELOK AYER STREET)
166652771,246,warehouse_sweep,xs,F,3/1/23 3:55,J10-J (HAIG ROAD)
166919271,246,warehouse_sweep,xs,F,3/1/23 3:58,J09-C (CASSIA CRESCENT)
166976541,104813,warehouse_sweep,m,F,3/1/23 4:07,B10-G (CHOA CHU KANG CR)
167010691,104267,warehouse_sweep,s,F,3/1/23 4:08,L05-F (CHANGI SOUTH AVENUE 1)
167010691,104267,warehouse_sweep,s,F,3/1/23 4:56,L05-F (CHANGI SOUTH AVENUE 1)
167026031,255,warehouse_sweep,s,F,3/1/23 5:27,F03-A (PEMIMPIN)
166877031,104267,warehouse_sweep,s,G,3/1/23 6:09,K01-D (KAKI BUKIT AVENUE 1)
167009091,243,warehouse_sweep,m,G,3/1/23 7:04,C01-H (WOODGROVE VIEW)
166652771,246,warehouse_sweep,xs,G,3/1/23 7:18,J10-J (HAIG ROAD)
166535231,237,warehouse_sweep,s,G,3/1/23 7:44,F07-D (ANG MO KIO STREET 44)
166652771,246,warehouse_sweep,xs,G,3/1/23 9:23,J10-J (HAIG ROAD)
167182171,169,global_inbound,m,G,3/1/23 12:04,H03-C (OASIS TERRACE)
167116131,109,global_inbound,xs,H,3/1/23 18:05,H03-F (GREENDALE CHORALE)
166951951,103410,global_inbound,xs,H,3/1/23 18:10,G07-K (WOODLANDS CRESCENT)
167094781,103410,global_inbound,m,H,3/1/23 18:11,D03-B (CORONATION ROAD)
167094781,103410,warehouse_sweep,m,H,3/1/23 18:12,D03-B (CORONATION ROAD)
167077011,103410,global_inbound,m,H,3/1/23 18:20,D03-F (MARGARET DRIVE)
167077011,103430,global_inbound,m,I,3/1/23 18:20,D03-F (MARGARET DRIVE)
166751471,103410,warehouse_sweep,s,I,3/1/23 18:21,H07-D (SENGKANG EAST WAY)
166751471,103410,warehouse_sweep,s,I,3/1/23 18:21,H07-D (SENGKANG EAST WAY)
166751471,103410,warehouse_sweep,s,I,3/1/23 18:21,H07-D (SENGKANG EAST WAY)
166751471,103410,global_inbound,s,I,3/1/23 18:21,H07-D (SENGKANG EAST WAY)
166751471,103410,warehouse_sweep,s,I,3/1/23 18:21,H07-D (SENGKANG EAST WAY)
166751471,103430,global_inbound,s,I,3/1/23 18:22,H07-D (SENGKANG EAST WAY)
166851031,103410,global_inbound,s,I,3/1/23 18:23,D10-B (NASSIM ROAD)
166851031,103410,warehouse_sweep,s,J,3/1/23 18:23,D10-B (NASSIM ROAD)
167236781,169,global_inbound,m,J,3/1/23 18:52,H01-D (SUMANG LANE)
167060131,103410,global_inbound,s,J,3/1/23 19:28,L04-B (TAMPINES STREET 34)
167060131,103410,warehouse_sweep,s,J,3/1/23 19:31,L04-B (TAMPINES STREET 34)
167060131,103410,warehouse_sweep,s,J,3/1/23 19:32,L04-B (TAMPINES STREET 34)
166984961,103410,global_inbound,xs,J,3/1/23 19:33,D10-D (DRAYCOTT PARK)
166784281,103410,global_inbound,s,J,3/1/23 19:34,B01-B (JURONG EAST STREET31)
167218701,103410,global_inbound,xs,J,3/1/23 19:37,G10-F (YISHUN STREET 72)
167058801,103410,global_inbound,xs,A,3/1/23 19:39,A02-F
167018861,103410,warehouse_sweep,s,A,3/1/23 19:47,D01-J (KING ALBERT PARK)
167018861,103410,warehouse_sweep,s,A,3/1/23 19:47,D01-J (KING ALBERT PARK)
167018861,103410,warehouse_sweep,s,A,3/1/23 19:47,D01-J (KING ALBERT PARK)
167018861,103410,warehouse_sweep,s,A,3/1/23 19:48,D01-J (KING ALBERT PARK)
167018861,103410,warehouse_sweep,s,A,3/1/23 19:51,D01-J (KING ALBERT PARK)
167018861,103429,global_inbound,s,A,3/1/23 19:51,D01-J (KING ALBERT PARK)
167018861,103429,global_inbound,s,A,3/1/23 19:51,D01-J (KING ALBERT PARK)
167001881,103410,global_inbound,s,A,3/1/23 19:54,B07-J (CHOA CHU KANG DRIVE)
167002831,103426,global_inbound,xs,A,3/1/23 19:56,L02-E (TAMPINES CENTRAL)
167058801,103410,global_inbound,xs,B,3/1/23 20:07,A02-F
167147751,103410,global_inbound,s,B,3/1/23 20:08,J10-H (TEMBELING ROAD)
167147751,103410,warehouse_sweep,s,B,3/1/23 20:09,J10-H (TEMBELING ROAD)
167120511,103410,global_inbound,xs,B,3/1/23 20:14,H02-C (PUNGGOL PL)
167001881,103410,global_inbound,s,B,3/1/23 20:22,B07-J (CHOA CHU KANG DRIVE)
166991441,103410,global_inbound,m,B,3/1/23 20:26,B10-A (LIMBANG PARK)
167108111,103410,global_inbound,xs,B,3/1/23 20:33,E09-E (KEMPAS ROAD)
166879871,103410,global_inbound,xs,B,3/1/23 20:39,J09-G (LORONG 40 GEYLANG)
166680471,2,warehouse_sweep,xs,C,3/1/23 21:01,D04-G (LEONIE HILL ROAD)
166664831,2,warehouse_sweep,s,C,3/1/23 21:15,A07-E
166379961,2,warehouse_sweep,l,C,3/1/23 21:27,D03-H (KAY SIANG ROAD)
166379961,2,warehouse_sweep,l,C,3/1/23 21:27,D03-H (KAY SIANG ROAD)
167093021,103410,global_inbound,s,C,3/1/23 21:29,D01-J (KING ALBERT PARK)
167093021,103410,warehouse_sweep,s,C,3/1/23 21:30,D01-J (KING ALBERT PARK)
166496291,2,warehouse_sweep,xs,C,3/1/23 21:31,
166121091,2,warehouse_sweep,m,D,3/1/23 21:51,D09-H
166121091,2,warehouse_sweep,m,D,3/1/23 21:52,D09-H
167210091,103429,global_inbound,m,D,3/1/23 22:03,G10-B (THE VISIONAIRE)
167120041,103410,global_inbound,xs,D,3/1/23 22:04,A03-E
167210091,103429,global_inbound,m,D,3/1/23 22:04,G10-B (THE VISIONAIRE)
166908591,103410,global_inbound,m,E,3/1/23 22:07,H13-F (ST XAVIER'S LANE)
166908591,103430,global_inbound,m,E,3/1/23 22:08,H13-F (ST XAVIER'S LANE)
167082841,103410,global_inbound,xs,E,3/1/23 22:08,L03-A (TAMPINES STREET 21)
167082841,103430,global_inbound,xs,E,3/1/23 22:09,L03-A (TAMPINES STREET 21)
167023521,103429,global_inbound,s,E,3/1/23 22:15,H02-H (PUNGGOL COAST ROAD)
167064001,103410,global_inbound,xs,F,3/1/23 22:19,L09-F (PASIR RIS STREET 12)
166981711,103410,global_inbound,xs,F,3/1/23 22:27,D09-C (HENDERSON PARK)
167110851,103410,global_inbound,xs,F,3/1/23 22:32,D02-F (NORTH BUONA VISTA ROAD)
167110851,103410,warehouse_sweep,xs,F,3/1/23 22:32,D02-F (NORTH BUONA VISTA ROAD)
167066331,103410,global_inbound,xs,F,3/1/23 22:34,B03-K (WEST COAST CRESCENT)
167110851,103430,global_inbound,xs,F,3/1/23 22:34,D02-F (NORTH BUONA VISTA ROAD)
166886421,103410,global_inbound,m,F,3/1/23 22:48,D10-H (KIM SIA COURT)
167058801,103410,global_inbound,xs,F,3/1/23 22:54,A02-F
167053161,103410,global_inbound,s,G,3/1/23 22:59,D10-H (KIM SIA COURT)
167181271,103410,global_inbound,s,G,3/1/23 23:01,D07-D
167158671,103426,global_inbound,xs,G,3/1/23 23:10,L08-J (PASIR RIS CENTRAL)
166991441,104813,warehouse_sweep,m,G,3/1/23 23:17,B10-A (LIMBANG PARK)
167094781,223,warehouse_sweep,m,G,3/1/23 23:20,D03-B (CORONATION ROAD)
167120511,256,warehouse_sweep,xs,G,3/1/23 23:26,H02-C (PUNGGOL PL)
166851031,223,warehouse_sweep,s,H,3/1/23 23:31,D10-B (NASSIM ROAD)
166751471,256,warehouse_sweep,s,H,3/1/23 23:31,H07-D (SENGKANG EAST WAY)
167001881,104813,warehouse_sweep,s,H,3/1/23 23:33,B07-J (CHOA CHU KANG DRIVE)
166926391,103410,global_inbound,s,H,3/1/23 23:38,D01-E (ADAM PARK)
166951951,251,warehouse_sweep,xs,H,3/1/23 23:40,G07-K (WOODLANDS CRESCENT)
167032871,103410,global_inbound,xs,I,3/1/23 23:52,J10-G (SERAYA LANE)
167228711,103410,global_inbound,xs,I,3/1/23 23:54,E10-E (BALESTIER)
166784281,104813,warehouse_sweep,s,I,4/1/23 0:15,B01-B (JURONG EAST STREET31)
167093021,223,warehouse_sweep,s,I,4/1/23 0:21,D01-J (KING ALBERT PARK)
166984961,223,warehouse_sweep,xs,I,4/1/23 0:34,D10-D (DRAYCOTT PARK)
167066331,104813,warehouse_sweep,xs,I,4/1/23 0:48,B03-K (WEST COAST CRESCENT)
167222891,103410,global_inbound,s,I,4/1/23 0:56,B09-G (TECK WHY CR)
167222891,103410,warehouse_sweep,s,I,4/1/23 0:58,B09-G (TECK WHY CR)
167252881,103410,global_inbound,xs,J,4/1/23 1:06,F10-E (ANG MO KIO AVENUE 9)
167252881,103410,global_inbound,xs,J,4/1/23 1:07,F10-E (ANG MO KIO AVENUE 9)
167147751,246,warehouse_sweep,s,J,4/1/23 1:12,J10-H (TEMBELING ROAD)
167089921,103410,global_inbound,xs,J,4/1/23 1:13,G01-G (SERANGOON GARDEN WAY)
167231321,103410,global_inbound,xs,J,4/1/23 1:19,L01-D (TAMPINES AVENUE 8)
166886421,103410,global_inbound,m,J,4/1/23 1:29,D10-H (KIM SIA COURT)
167051361,103410,global_inbound,xs,J,4/1/23 1:29,L10-B (UPPER CHANGI ROAD)
167051361,103410,warehouse_sweep,xs,J,4/1/23 1:30,L10-B (UPPER CHANGI ROAD)
167172391,103410,global_inbound,xs,A,4/1/23 1:34,A07-F
167143591,103410,global_inbound,xs,A,4/1/23 1:41,A01-D
167231321,103410,global_inbound,xs,A,4/1/23 1:42,L01-D (TAMPINES AVENUE 8)
167203211,103410,warehouse_sweep,s,A,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,A,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,A,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,A,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,A,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,A,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,A,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,B,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,B,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,B,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,B,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,warehouse_sweep,s,B,4/1/23 1:45,B07-C (KEAT HONG LINK)
167203211,103410,global_inbound,s,B,4/1/23 1:45,B07-C (KEAT HONG LINK)
167053551,103410,global_inbound,xs,B,4/1/23 1:45,L04-F (SIMEI STREET 1)
167254951,103410,global_inbound,xs,B,4/1/23 1:50,G04-G (POTONG PASIR AVENUE 3)
167172391,103410,global_inbound,xs,C,4/1/23 1:51,A07-F
167254951,103430,global_inbound,xs,C,4/1/23 1:52,G04-G (POTONG PASIR AVENUE 3)
166496291,103410,global_inbound,xs,C,4/1/23 1:52,
167025811,103410,global_inbound,xs,C,4/1/23 1:55,E09-H (FARRER PARK)
167112351,103410,global_inbound,xs,C,4/1/23 1:55,F09-C (ANG MO KIO STREET 51)
167260031,103410,global_inbound,m,C,4/1/23 2:08,L07-E (PASIR RIS DRIVE 10)
167260031,103430,global_inbound,m,C,4/1/23 2:09,L07-E (PASIR RIS DRIVE 10)
167058801,103426,warehouse_sweep,xs,D,4/1/23 2:13,A02-F
167203211,103410,warehouse_sweep,s,D,4/1/23 2:13,B07-C (KEAT HONG LINK)
167023521,256,warehouse_sweep,s,D,4/1/23 2:15,H02-H (PUNGGOL COAST ROAD)
166926391,223,warehouse_sweep,s,D,4/1/23 2:17,D01-E (ADAM PARK)
166310371,2,warehouse_sweep,m,D,4/1/23 2:18,J10-K (KOON SENG ROAD)
166310371,2,warehouse_sweep,m,E,4/1/23 2:18,J10-K (KOON SENG ROAD)
166310371,2,warehouse_sweep,m,E,4/1/23 2:18,J10-K (KOON SENG ROAD)
167172391,103426,warehouse_sweep,xs,E,4/1/23 2:22,A07-F
167053161,223,warehouse_sweep,s,E,4/1/23 2:30,D10-H (KIM SIA COURT)
166981711,223,warehouse_sweep,xs,E,4/1/23 2:34,D09-C (HENDERSON PARK)
167181271,223,warehouse_sweep,s,F,4/1/23 2:39,D07-D
167172391,103426,warehouse_sweep,xs,F,4/1/23 2:50,A07-F
167064001,104267,warehouse_sweep,xs,F,4/1/23 2:50,L09-F (PASIR RIS STREET 12)
167110851,223,warehouse_sweep,xs,F,4/1/23 2:52,D02-F (NORTH BUONA VISTA ROAD)
167172391,103426,warehouse_sweep,xs,F,4/1/23 2:54,A07-F
167172391,103426,warehouse_sweep,xs,F,4/1/23 2:54,A07-F
167023521,256,warehouse_sweep,s,F,4/1/23 3:05,H02-H (PUNGGOL COAST ROAD)
167060131,104267,warehouse_sweep,s,F,4/1/23 3:16,L04-B (TAMPINES STREET 34)
166496291,104957,warehouse_sweep,xs,G,4/1/23 3:28,
166908591,256,warehouse_sweep,m,G,4/1/23 3:29,H13-F (ST XAVIER'S LANE)
167222891,104813,warehouse_sweep,s,G,4/1/23 3:34,B09-G (TECK WHY CR)
167120041,104957,warehouse_sweep,xs,G,4/1/23 3:37,A03-E
167108111,223,warehouse_sweep,xs,G,4/1/23 3:45,E09-E (KEMPAS ROAD)
167147751,246,warehouse_sweep,s,G,4/1/23 3:47,J10-H (TEMBELING ROAD)
166886421,223,warehouse_sweep,m,H,4/1/23 3:48,D10-H (KIM SIA COURT)
167120041,104957,warehouse_sweep,xs,H,4/1/23 3:50,A03-E
167018861,223,warehouse_sweep,s,H,4/1/23 3:50,D01-J (KING ALBERT PARK)
167143591,104957,warehouse_sweep,xs,H,4/1/23 3:51,A01-D
166886421,223,warehouse_sweep,m,H,4/1/23 3:51,D10-H (KIM SIA COURT)
167051361,104267,warehouse_sweep,xs,I,4/1/23 3:52,L10-B (UPPER CHANGI ROAD)
167210091,251,warehouse_sweep,m,I,4/1/23 4:06,G10-B (THE VISIONAIRE)
166496291,104957,warehouse_sweep,xs,I,4/1/23 4:08,
166908591,256,warehouse_sweep,m,I,4/1/23 4:09,H13-F (ST XAVIER'S LANE)
166992821,103410,global_inbound,xs,I,4/1/23 4:11,G10-F (YISHUN STREET 72)
167067241,103410,global_inbound,xs,I,4/1/23 4:12,H06-F (COMPASSVALE DRIVE)
167172391,104957,warehouse_sweep,xs,I,4/1/23 4:13,A07-F
167057031,103410,global_inbound,xs,I,4/1/23 4:16,D01-F (SUNSET AVENUE)
167057031,103410,warehouse_sweep,xs,J,4/1/23 4:17,D01-F (SUNSET AVENUE)
167260031,104267,warehouse_sweep,m,J,4/1/23 4:18,L07-E (PASIR RIS DRIVE 10)
167058801,104957,warehouse_sweep,xs,J,4/1/23 4:19,A02-F
167143261,103410,global_inbound,xs,J,4/1/23 4:22,G06-D (WOODLANDS STREET 83)
167066321,103410,global_inbound,xs,J,4/1/23 4:26,G05-F (VERNON PARK)
167089921,251,warehouse_sweep,xs,J,4/1/23 4:28,G01-G (SERANGOON GARDEN WAY)
167223701,103429,global_inbound,s,J,4/1/23 4:29,A01-C
167077011,223,warehouse_sweep,m,J,4/1/23 4:30,D03-F (MARGARET DRIVE)
167203211,104813,warehouse_sweep,s,A,4/1/23 4:31,B07-C (KEAT HONG LINK)
167227091,103410,global_inbound,xs,A,4/1/23 4:31,F04-A (BISHAN STREET 15)
167231321,104267,warehouse_sweep,xs,A,4/1/23 4:31,L01-D (TAMPINES AVENUE 8)
167073581,103410,global_inbound,xs,A,4/1/23 4:33,G02-F (HOUGANG STREET 31)
167053551,104267,warehouse_sweep,xs,A,4/1/23 4:36,L04-F (SIMEI STREET 1)
167083341,103410,global_inbound,s,A,4/1/23 4:41,G04-L (BURN ROAD)
167104771,103410,global_inbound,xs,A,4/1/23 4:41,L10-A (PASIR RIS STREET 13)
167254951,251,warehouse_sweep,xs,A,4/1/23 4:42,G04-G (POTONG PASIR AVENUE 3)
167083341,103410,warehouse_sweep,s,A,4/1/23 4:43,G04-L (BURN ROAD)
167203211,104813,warehouse_sweep,s,A,4/1/23 4:45,B07-C (KEAT HONG LINK)
167012481,103410,global_inbound,xs,B,4/1/23 4:45,H05-L (BUANGKOK STATION)
167154911,103410,global_inbound,xs,B,4/1/23 4:50,D01-C (JALAN ADAT)
167042751,103410,global_inbound,xs,B,4/1/23 5:02,J08-K (EUNOS CRESCENT)
167082841,104267,warehouse_sweep,xs,B,4/1/23 5:04,L03-A (TAMPINES STREET 21)
167222021,103430,global_inbound,s,B,4/1/23 5:10,G10-A (CANBERRA VISTA)
167082841,104267,warehouse_sweep,xs,B,4/1/23 5:13,L03-A (TAMPINES STREET 21)
167223671,103410,global_inbound,s,B,4/1/23 5:14,L09-H (PASIR RIS STREET 41)
167067471,103410,global_inbound,xs,B,4/1/23 5:17,A04-C
167183131,103410,global_inbound,xs,C,4/1/23 5:17,G04-E (BIDADARI PARK DRIVE)
167209971,103410,global_inbound,xs,C,4/1/23 5:28,F01-D (LORONG 8 TOA PAYOH)
167218701,251,warehouse_sweep,xs,C,4/1/23 5:28,G10-F (YISHUN STREET 72)
167203151,103410,global_inbound,xs,C,4/1/23 5:36,A03-A
167163831,103410,global_inbound,xs,C,4/1/23 5:42,H04-J  (RIVERVALE LN)
167032871,246,warehouse_sweep,xs,C,4/1/23 5:42,J10-G (SERAYA LANE)
167082761,103410,global_inbound,xs,C,4/1/23 5:43,G10-J (SEMBAWANG LINK)
